Player,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF,Non-FT,Non-FT%,Team,POS
Terry Taylor,46,37,10,2,5,0.513,0.8,2,7,31,188,4,18,1.43,17,42,0.9130434782608695,CHI,"C,PF,SG"
Sidy Cissoko,45,22,10,3,7,0.485,0.8,1,3,12,141,12,15,3.33,18,33,0.7333333333333333,SAS,"SF,SG"
Boban Marjanovic,45,32,6,2,1,0.529,0.643,0,5,14,71,9,18,1.2,5,36,0.8,HOU,C
Ryan Rollins,44,13,14,3,10,0.519,0.765,3,8,13,78,13,11,1.75,8,31,0.7045454545454546,MIL,"PG,SG"
Dylan Windler,43,16,10,0,2,0.5,0.0,13,2,17,108,0,2,5.0,6,43,1.0,ATL,SF
Cole Swider,42,7,5,1,1,0.395,1.0,10,8,18,87,2,5,0.63,4,40,0.9523809523809523,MIA,"PF,SF"
Jalen Pickett,42,14,21,0,4,0.429,0.75,9,9,27,122,3,6,2.33,13,39,0.9285714285714286,DEN,"PG,SG"
Zavier Simpson,42,20,25,3,7,0.315,0.75,5,10,7,161,3,12,2.5,11,39,0.9285714285714286,MEM,PG
T.J. Warren,41,22,9,1,4,0.439,0.75,2,4,11,125,3,16,2.25,11,38,0.926829268292683,MIN,"SF,PF"
Robert Williams III,41,38,5,7,7,0.654,0.778,0,7,6,119,7,17,0.71,17,34,0.8292682926829268,POR,C
Emoni Bates,41,14,10,2,1,0.306,0.25,10,8,15,133,1,5,1.25,5,40,0.975609756097561,CLE,SF
Trevelin Queen,40,20,18,5,7,0.368,0.75,3,7,14,165,9,11,2.57,15,31,0.775,ORL,SG
Marques Bolden,37,34,4,7,3,0.68,0.75,0,3,11,121,3,17,1.33,10,34,0.918918918918919,CHA,C
Adama Sanogo,36,36,0,0,1,0.519,0.667,0,5,9,66,8,14,0.0,5,28,0.7777777777777778,CHI,"C,PF"
Udoka Azubuike,35,32,3,6,1,0.696,0.231,0,4,16,113,3,16,0.75,17,32,0.9142857142857143,PHO,C
Ibou Badji,34,51,13,20,3,0.636,0.5,0,15,22,226,6,14,0.87,46,28,0.8235294117647058,POR,C
Jalen Hood-Schifino,34,13,8,2,3,0.222,0.6,2,9,21,109,12,8,0.89,13,22,0.6470588235294118,LAL,"PG,SG"
Buddy Boeheim,34,10,3,1,0,0.31,0.8,8,0,10,84,8,1,0.0,5,26,0.7647058823529411,DET,"SF,SG"
Gabe Vincent,34,9,21,0,9,0.306,0.5,3,5,11,218,1,12,4.2,19,33,0.9705882352941176,LAL,"PG,SG"
Taj Gibson,34,37,11,7,3,0.405,1.0,2,5,20,205,2,13,2.2,31,32,0.9411764705882353,DET,"PF,C"
Olivier Sarr,34,36,2,7,0,0.579,0.667,2,3,15,98,10,9,0.67,18,24,0.7058823529411765,OKC,C
Xavier Moon,33,18,21,3,3,0.326,0.5,2,5,14,119,1,13,4.2,8,32,0.9696969696969697,LAC,"PG,SG"
Nate Hinton,33,22,10,2,3,0.423,0.8,7,3,15,75,4,4,3.33,11,29,0.8787878787878788,HOU,SG
Thanasis Antetokounmpo,32,13,17,4,7,0.533,0.0,0,14,34,155,0,16,1.21,24,32,1.0,MIL,"SF,PF"
Jerome Robinson,31,6,5,3,1,0.333,0.636,2,2,22,81,7,9,2.5,5,24,0.7741935483870968,GSW,SG
Keon Johnson,31,7,3,1,3,0.381,0.917,4,5,5,61,11,4,0.6,5,20,0.6451612903225806,PHO,"PG,SG"
Jett Howard,29,7,6,2,2,0.333,0.5,7,3,18,67,2,3,2.0,4,27,0.9310344827586207,ORL,"SF,SG"
Moussa Diabate,29,24,4,1,5,0.526,0.643,0,2,11,64,9,10,2.0,4,20,0.6896551724137931,LAC,"C,PF"
Leonard Miller,29,20,8,1,2,0.65,0.5,2,1,17,52,1,11,8.0,5,28,0.9655172413793104,MIN,"PF,SF"
Daishen Nix,27,3,6,0,5,0.375,0.5,6,5,15,50,3,3,1.2,2,24,0.8888888888888888,MIN,"SG,PG"
Oscar Tshiebwe,26,16,2,1,2,0.5,0.75,0,0,8,42,6,10,0.0,3,20,0.7692307692307693,IND,"C,PF"
Chris Livingston,26,21,5,0,2,0.5,0.75,1,5,21,91,3,10,1.0,15,23,0.8846153846153846,MIL,SF
David Duke Jr.,26,10,5,0,2,0.556,1.0,3,3,4,51,3,7,1.67,4,23,0.8846153846153846,SAS,"SF,SG"
Admiral Schofield,26,17,7,0,1,0.385,0.0,6,5,23,84,0,4,1.4,9,26,1.0,ORL,"SF,PF"
Mouhamadou Gueye,26,23,5,18,3,0.29,0.444,0,12,11,120,4,11,0.42,15,22,0.8461538461538461,TOR,"C,PF"
Colin Castleton,24,12,3,0,2,0.563,1.0,0,3,16,59,6,9,1.0,11,18,0.75,LAL,"C,PF"
Mouhamed Gueye,24,22,4,4,5,0.348,0.833,3,1,6,73,5,5,4.0,13,19,0.7916666666666666,ATL,PF
Ish Wainright,23,14,1,1,4,0.292,1.0,7,2,11,62,2,0,0.5,8,21,0.9130434782608695,PHO,"PF,SF"
Isaiah Mobley,23,10,6,0,2,0.417,0.0,3,2,10,72,0,7,3.0,6,23,1.0,CLE,"C,PF"
Jay Huff,23,11,2,3,2,0.6,1.0,3,1,20,49,2,6,2.0,9,21,0.9130434782608695,DEN,C
Amari Bailey,23,9,7,0,3,0.333,0.857,1,4,10,65,6,7,1.75,2,17,0.7391304347826086,CHA,"PG,SF,SG"
RaiQuan Gray,23,7,6,1,1,0.588,0.0,3,1,3,39,0,7,6.0,0,23,1.0,SAS,PF
Braxton Key,22,18,9,1,2,0.412,0.75,2,1,20,60,6,5,9.0,5,16,0.7272727272727273,DEN,SF
Jamaree Bouyea,21,19,11,0,1,0.357,0.0,1,9,9,95,0,9,1.22,10,21,1.0,SAS,PG
Kendall Brown,21,5,5,0,0,0.533,0.625,0,2,15,63,5,8,2.5,9,16,0.7619047619047619,IND,"SF,SG"
Hunter Tyson,20,9,2,0,1,0.4,0.0,4,2,18,48,0,4,1.0,10,20,1.0,DEN,"PF,SF"
Kobi Simmons,20,7,12,2,6,0.429,0.0,2,1,4,67,0,7,12.0,5,20,1.0,TOR,"PG,SG"
Jermaine Samuels Jr.,20,13,3,2,1,0.643,1.0,0,0,14,60,2,9,0.0,5,18,0.9,HOU,SF
Malik Williams,19,38,2,4,3,0.265,0.0,1,3,7,107,0,8,0.67,15,19,1.0,TOR,C
Taze Moore,18,8,5,0,2,0.421,0.5,1,3,4,40,1,7,1.67,4,17,0.9444444444444444,POR,SG
Wendell Moore Jr.,18,12,6,1,5,0.5,0.0,0,4,25,75,0,9,1.5,5,18,1.0,MIN,"SF,SG"
Wenyen Gabriel,17,25,3,2,2,0.364,0.0,1,8,5,81,0,7,0.38,10,17,1.0,MEM,"C,PF,SF"
JD Davison,16,10,10,1,1,0.417,0.75,3,2,8,39,3,2,5.0,4,13,0.8125,BOS,"PG,SG"
Jordan Walsh,15,20,5,1,5,0.4,0.5,2,3,9,83,1,4,1.67,11,14,0.9333333333333333,BOS,SF
Greg Brown III,15,9,4,4,0,0.455,0.444,1,4,6,40,4,4,1.0,5,11,0.7333333333333333,DAL,"PF,SF"
Alex Fudge,15,5,0,0,3,0.4,1.0,1,2,6,40,2,5,0.0,2,13,0.8666666666666667,DAL,SF
DaQuan Jeffries,14,5,5,1,0,0.353,0.0,2,3,17,46,0,4,1.67,2,14,1.0,NYK,"SF,SG"
Seth Lundy,14,7,0,0,0,0.235,0.75,3,1,10,52,3,1,0.0,6,11,0.7857142857142857,ATL,"SF,SG"
Dereon Seabron,14,7,5,1,2,0.308,0.833,1,0,6,55,5,3,0.0,4,9,0.6428571428571429,NOR,"SF,SG"
TyTy Washington Jr.,14,5,5,0,3,0.3,0.0,2,2,11,56,0,4,2.5,1,14,1.0,MIL,PG
Jacob Toppin,13,7,3,1,0,0.556,1.0,1,1,9,38,2,4,3.0,3,11,0.8461538461538461,NYK,SF
Timmy Allen,13,17,5,0,4,0.261,0.5,0,2,5,125,1,6,2.5,18,12,0.9230769230769231,MEM,SF
Jordan Miller,13,5,0,0,0,0.556,1.0,1,1,8,28,2,4,0.0,2,11,0.8461538461538461,LAC,SF
Mamadi Diakite,12,4,2,1,1,0.667,0.667,0,1,6,24,4,4,2.0,2,8,0.6666666666666666,NYK,"C,PF"
Jason Preston,12,17,16,1,2,0.316,0.0,0,2,7,71,0,6,8.0,3,12,1.0,UTH,PG
Jordan Ford,12,2,2,0,0,0.571,1.0,2,1,6,22,2,2,2.0,0,10,0.8333333333333334,SAC,PG
Maxwell Lewis,11,4,6,1,2,0.191,0.667,1,10,34,103,2,3,0.6,5,9,0.8181818181818182,LAL,SF
Keyontae Johnson,11,10,4,0,1,0.313,0.0,1,4,9,66,0,4,1.0,5,11,1.0,OKC,"SF,SG"
D.J. Carton,11,4,3,0,1,0.375,0.8,1,1,4,36,4,2,3.0,3,7,0.6363636363636364,TOR,PG
Drew Peterson,11,1,1,0,2,0.667,0.0,3,1,3,23,0,1,1.0,1,11,1.0,BOS,SF
Henri Drell,11,4,4,1,2,0.4,0.5,2,2,4,30,1,2,2.0,6,10,0.9090909090909091,CHI,SF
D.J. Wilson,10,2,2,2,0,0.667,0.0,2,0,2,15,0,2,0.0,1,10,1.0,PHI,"PF,C"
RJ Hampton Jr.,10,6,8,0,0,0.286,0.5,1,3,8,76,1,3,2.67,8,9,0.9,WAS,"PG,SG"
James Johnson,8,4,8,1,5,0.3,1.0,0,5,9,47,2,3,1.6,9,6,0.75,IND,PF
Jalen Slawson,8,7,2,1,1,0.667,0.0,0,2,12,37,0,4,1.0,8,8,1.0,SAC,"PF,SF"
Isaiah Thomas,8,0,3,0,0,0.3,0.0,2,0,6,19,0,1,0.0,0,8,1.0,PHO,PG
Mason Jones,7,5,5,0,1,0.25,0.5,2,2,5,28,1,0,2.5,3,6,0.8571428571428571,SAC,SG
Jack White,6,12,1,1,4,0.125,0.0,2,2,4,64,0,0,0.5,3,6,1.0,MEM,"PF,SF"
Charlie Brown Jr.,6,2,0,2,0,0.2,0.0,2,2,8,37,0,0,0.0,5,6,1.0,NYK,"SF,SG"
Alondes Williams,5,1,0,1,0,0.25,1.0,0,2,7,16,1,2,0.0,2,4,0.8,MIA,"PG,SG"
Izaiah Brockington,4,2,0,0,0,0.4,0.0,0,0,1,3,0,2,0.0,0,4,1.0,NOR,SG
Ty Jerome,4,1,3,0,0,0.5,0.0,0,1,2,15,0,2,3.0,2,4,1.0,CLE,"PG,SG"
Pat Spencer,4,4,5,0,0,0.5,0.0,0,1,6,26,0,2,5.0,1,4,1.0,GSW,"PG,SG"
E.J. Liddell,4,5,1,2,2,0.167,1.0,0,2,8,23,2,1,0.5,2,2,0.5,NOR,PF
Kevon Harris,4,2,1,0,0,0.667,0.0,0,1,2,6,0,2,1.0,3,4,1.0,ORL,SG
Usman Garuba,3,7,1,3,1,0.167,0.5,0,2,6,18,1,1,0.5,2,2,0.6666666666666666,GSW,"C,PF"
Adam Flagler,3,0,4,0,0,0.143,0.0,1,0,2,14,0,0,0.0,0,3,1.0,OKC,SG
Pete Nance,3,3,0,0,1,0.167,0.0,1,1,8,27,0,0,0.0,2,3,1.0,CLE,PF
Dariq Whitehead,3,4,3,1,0,0.2,0.5,0,0,2,24,1,1,0.0,0,2,0.6666666666666666,BKN,"SF,SG"
Isaiah Wong,2,0,0,0,0,0.333,0.0,0,0,1,4,0,1,0.0,0,2,1.0,IND,"PG,SG"
Quenton Jackson,2,4,2,0,1,0.0,1.0,0,0,3,11,2,0,0.0,1,0,0.0,IND,"PG,SG"
Malcolm Hill,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,NOR,"PF,SF,SG"
Vlatko Cancar,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,DEN,"PF,SF"
Kai Jones,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,LAC,"C,PF"
Steven Adams,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,HOU,C
Jaylen Martin,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,BKN,"SF,SG"
Andrew Funk,0,0,0,1,1,0.0,0.0,0,0,5,13,0,0,0.0,0,0,0.0,CHI,SG
Lonzo Ball,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,CHI,PG
Jaylin Galloway,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,MIL,SF
Duane Washington Jr.,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,NYK,"PG,SG"
Damion Lee,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,PHO,"SF,SG"
Jaylen Clark,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,MIN,SG
